,SaleID,price
235,200235,8406.314
236,200236,10613.648
237,200237,5034.638
238,200238,6959.368
239,200239,6839.0
240,200240,24642.58
241,200241,10115.548
242,200242,4125.632
243,200243,3087.3887
244,200244,6549.437
245,200245,4040.73
246,200246,3573.882
247,200247,1613.9508
248,200248,389.38174
249,200249,10003.094
250,200250,28133.668
251,200251,10241.898
252,200252,994.7828
253,200253,14219.908
254,200254,10270.648
255,200255,7201.7446
256,200256,2584.6943
257,200257,8965.853
258,200258,3526.0017
259,200259,8044.0073
260,200260,1528.771
261,200261,3967.1267
262,200262,2385.5676
263,200263,9298.952
264,200264,7181.9434
265,200265,5824.233
266,200266,1383.4542
267,200267,14584.98
268,200268,6995.997
269,200269,3751.4038
270,200270,9485.485
271,200271,2872.5532
272,200272,3770.134
273,200273,18188.064
274,200274,569.1899
275,200275,13942.24
276,200276,2659.3457
277,200277,3380.8735
278,200278,1624.0848
279,200279,10699.225
280,200280,2888.0696
281,200281,636.351
282,200282,12756.827
283,200283,6692.5254
284,200284,397.36447
285,200285,5217.672
286,200286,1751.3955
287,200287,11883.206
288,200288,11627.138
289,200289,3359.8308
290,200290,6834.0596
291,200291,8778.347
292,200292,2808.345
293,200293,8462.519
294,200294,6187.0015
295,200295,3274.4866
296,200296,2959.593
297,200297,3921.1348
298,200298,1418.203
299,200299,5103.2607
300,200300,4900.8716
301,200301,4429.7476
302,200302,1574.291
303,200303,6172.6904
304,200304,2544.587
305,200305,4209.092
306,200306,1594.0828
307,200307,15039.692
308,200308,1311.21
309,200309,1094.267
310,200310,1055.581
311,200311,1291.3973
312,200312,10841.78
313,200313,1743.4133
314,200314,3926.1604
315,200315,997.2338
316,200316,40316.2
317,200317,2186.475
318,200318,403.23196
319,200319,10018.122
320,200320,3729.7058
321,200321,22494.414
322,200322,15950.38
323,200323,1394.8397
324,200324,25260.127
325,200325,5771.469
326,200326,2460.7456
327,200327,24121.697
328,200328,1242.8616
329,200329,7814.8584
330,200330,1952.7822
331,200331,1485.9281
332,200332,11216.486
333,200333,1305.016
334,200334,597.031
335,200335,1633.7413
336,200336,1399.755
337,200337,1218.8608
338,200338,2018.9454
339,200339,13508.265
340,200340,27802.416
341,200341,2062.8396
342,200342,6072.681
343,200343,1943.1122
344,200344,5667.186
345,200345,6490.446
346,200346,1227.6865
347,200347,11375.231
348,200348,9534.007
349,200349,753.5985
350,200350,6582.0015
351,200351,2175.789
352,200352,810.6271
353,200353,1926.0713
354,200354,3921.8362
355,200355,796.6327
356,200356,4167.8716
357,200357,2378.091
358,200358,2861.6023
359,200359,8179.871
360,200360,16430.607
361,200361,1874.783
362,200362,1956.3777
363,200363,1358.9253
364,200364,7256.168
365,200365,9318.901
366,200366,1089.2479
367,200367,5875.3335
368,200368,6681.4736
369,200369,5652.7695
370,200370,1002.3966
371,200371,10086.363
372,200372,1377.4733
373,200373,1196.426
374,200374,967.43744
375,200375,844.31476
376,200376,2605.333
377,200377,1879.8806
378,200378,1186.8557
379,200379,1728.3865
380,200380,839.802
381,200381,4110.189
382,200382,34004.953
383,200383,2568.6465
384,200384,3052.0295
385,200385,742.0168
386,200386,1036.6129
387,200387,2994.5852
388,200388,7368.925
389,200389,6189.653
390,200390,417.69473
391,200391,3536.2974
392,200392,978.1603
393,200393,2879.8843
394,200394,3360.7393
395,200395,85.79282
396,200396,2614.026
397,200397,976.92474
398,200398,2250.7654
399,200399,841.2602
400,200400,2089.771
401,200401,4957.0103
402,200402,1810.8717
403,200403,3916.2192
404,200404,632.10156
405,200405,722.0017
406,200406,2255.865
407,200407,1521.4939
408,200408,6766.0176
409,200409,11439.359
410,200410,7703.231
411,200411,1505.1781
412,200412,20824.393
413,200413,10923.896
414,200414,4760.715
415,200415,9210.261
416,200416,7863.661
417,200417,2506.0732
418,200418,1102.8102
419,200419,17875.355
420,200420,19194.8
421,200421,1323.1785
422,200422,1550.2646
423,200423,1123.591
424,200424,50404.31
425,200425,8798.962
426,200426,3873.824
427,200427,18488.418
428,200428,1125.1493
429,200429,4691.833
430,200430,5325.3115
431,200431,2769.7761
432,200432,3853.5952
433,200433,16143.084
434,200434,660.2771
435,200435,4955.102
436,200436,9362.474
437,200437,855.6966
438,200438,185.38838
439,200439,1183.6622
440,200440,1432.1085
441,200441,1249.4014
442,200442,1269.9556
443,200443,6139.501
444,200444,1223.3969
445,200445,3290.332
446,200446,3480.563
447,200447,7166.5654
448,200448,14035.492
449,200449,1254.9242
450,200450,2973.881
451,200451,996.8409
452,200452,3253.4294
453,200453,3363.249
454,200454,1750.5597
455,200455,8609.288
456,200456,1246.6316
457,200457,1266.5732
458,200458,729.8506
459,200459,3917.3716
460,200460,3049.0596
461,200461,3452.8914
462,200462,5460.5205
463,200463,8352.855
464,200464,807.818
465,200465,8619.901
466,200466,2393.5986
467,200467,2718.647
468,200468,2379.0942
469,200469,252.69551
470,200470,9401.802
471,200471,423.55847
472,200472,9420.364
473,200473,54441.7
474,200474,1515.5074
475,200475,4001.1396
476,200476,11976.103
477,200477,4898.2656
478,200478,5445.217
479,200479,1135.0933
480,200480,6798.6367
481,200481,1699.044
482,200482,1456.2399
483,200483,2353.077
484,200484,2404.7346
485,200485,2763.5654
486,200486,5301.487
487,200487,8620.312
488,200488,958.53503
489,200489,6103.996
490,200490,8904.171
491,200491,6063.4253
492,200492,17492.385
493,200493,153.30757
494,200494,2228.3682
495,200495,6052.4277
496,200496,384.63116
497,200497,653.86053
498,200498,17889.213
499,200499,598.08997
500,200500,6267.5376
501,200501,3961.396
502,200502,1792.27
503,200503,658.20404
504,200504,2687.9275
505,200505,5879.93
506,200506,170.9304
507,200507,2199.7788
508,200508,1792.0938
509,200509,1251.5682
510,200510,8353.531
511,200511,10384.559
512,200512,26404.084
513,200513,14957.891
514,200514,12138.164
515,200515,680.70593
516,200516,21424.953
517,200517,8490.465
518,200518,2376.6667
519,200519,13248.155
520,200520,1875.2906
521,200521,23371.598
522,200522,183.64243
523,200523,4396.4634
524,200524,6722.7734
525,200525,488.58972
526,200526,417.35486
527,200527,5439.873
528,200528,3614.3667
529,200529,609.8251
530,200530,7223.292
531,200531,14846.525
532,200532,1573.6307
533,200533,18826.975
534,200534,1292.2324
535,200535,335.73944
536,200536,1085.8175
537,200537,1119.0339
538,200538,3379.784
539,200539,6558.469
540,200540,2649.4434
541,200541,2718.2754
542,200542,2189.9756
543,200543,3905.1611
544,200544,498.37323
545,200545,3779.621
546,200546,5927.7236
547,200547,4602.1396
548,200548,4183.3184
549,200549,13077.402
550,200550,18656.607
551,200551,417.2937
552,200552,11209.734
553,200553,224.49776
554,200554,11001.667
555,200555,1724.2427
556,200556,4988.413
557,200557,12120.99
558,200558,5700.924
559,200559,1190.317
560,200560,2817.0002
561,200561,4013.8164
562,200562,19075.635
563,200563,6148.647
564,200564,9409.072
565,200565,25739.09
566,200566,7948.5317
567,200567,1906.2816
568,200568,7475.861
569,200569,156.13203
570,200570,1951.9052
571,200571,3420.084
572,200572,10928.322
573,200573,15874.277
574,200574,987.13525
575,200575,1533.0837
576,200576,915.46893
577,200577,819.7187
578,200578,21786.395
579,200579,230.4337
580,200580,5532.592
581,200581,1497.496
582,200582,6282.6245
583,200583,1091.512
584,200584,17308.697
585,200585,6749.949
586,200586,4347.0938
587,200587,1323.2224
588,200588,3931.4788
589,200589,2605.3403
590,200590,385.92355
591,200591,8169.385
592,200592,4206.4785
593,200593,10004.555
594,200594,9601.513
595,200595,538.49554
596,200596,4347.8135
597,200597,22278.193
598,200598,11450.705
599,200599,3829.9275
600,200600,6718.647
601,200601,8737.621
602,200602,10109.105
603,200603,26098.543
604,200604,9732.465
605,200605,1391.7379
606,200606,4848.9277
607,200607,7001.3745
608,200608,9434.9375
609,200609,562.84094
610,200610,7998.9604
611,200611,8527.722
612,200612,10083.713
613,200613,967.8766
614,200614,583.1119
615,200615,208.62195
616,200616,1214.2241
617,200617,2545.8364
618,200618,3996.731
619,200619,266.86252
620,200620,2787.1443
621,200621,11257.876
622,200622,4906.893
623,200623,17875.174
624,200624,824.49457
625,200625,717.1774
626,200626,2991.9446
627,200627,6141.7056
628,200628,7839.8945
629,200629,7785.8936
630,200630,2208.0376
631,200631,13317.71
632,200632,1703.7212
633,200633,4739.755
634,200634,2256.1353
635,200635,4709.1675
636,200636,19931.943
637,200637,18183.879
638,200638,1535.4722
639,200639,2389.2153
640,200640,995.74414
641,200641,2791.17
642,200642,776.2632
643,200643,6591.87
644,200644,21716.664
645,200645,2361.6733
646,200646,7001.4688
647,200647,9823.319
648,200648,148.76146
649,200649,6010.1284
650,200650,5003.5107
651,200651,4678.301
652,200652,518.06085
653,200653,6550.594
654,200654,2786.9915
655,200655,11188.196
656,200656,1575.2831
657,200657,4185.0317
658,200658,5768.5566
659,200659,1911.0133
660,200660,5530.2617
661,200661,9345.114
662,200662,2009.727
663,200663,1334.2587
664,200664,1741.0538
665,200665,5489.39
666,200666,1855.0132
667,200667,13249.406
668,200668,18744.512
669,200669,1620.3251
670,200670,8725.598
671,200671,1167.4603
672,200672,1060.5574
673,200673,13652.899
674,200674,5453.5107
675,200675,5963.9395
676,200676,3751.1152
677,200677,8786.231
678,200678,2309.6157
679,200679,1988.0615
680,200680,6879.8774
681,200681,2521.8516
682,200682,2933.2417
683,200683,73.54088
684,200684,360.43716
685,200685,1411.5281
686,200686,2973.2375
687,200687,3991.759
688,200688,629.9783
689,200689,14208.658
690,200690,1887.1854
691,200691,6029.814
692,200692,3592.165
693,200693,6702.8145
694,200694,394.83994
695,200695,406.74017
696,200696,6973.397
697,200697,3822.5278
698,200698,29706.283
699,200699,643.5917
700,200700,1786.4177
701,200701,7160.38
702,200702,888.67
703,200703,7685.8633
704,200704,784.6225
705,200705,1287.3097
706,200706,3808.5254
707,200707,1921.4714
708,200708,797.6761
709,200709,2459.651
710,200710,641.05316
711,200711,5624.7686
712,200712,11070.968
713,200713,12444.438
714,200714,1863.1484
715,200715,32804.574
716,200716,1027.1324
717,200717,1414.7406
718,200718,5108.536
719,200719,3445.7998
720,200720,2669.1575
721,200721,1760.5079
722,200722,2324.7805
723,200723,3955.1035
724,200724,1050.2136
725,200725,3150.9788
726,200726,304.74872
727,200727,319.72595
728,200728,3490.6458
729,200729,3577.0027
730,200730,1429.4779
731,200731,4834.658
732,200732,867.0952
733,200733,6632.4155
734,200734,2275.8027
735,200735,1097.9135
736,200736,16817.434
737,200737,7920.5293
738,200738,1709.5463
739,200739,445.853
740,200740,3845.8088
741,200741,2471.5183
742,200742,6717.696
743,200743,7503.8325
744,200744,1532.8118
745,200745,4475.957
746,200746,1246.9193
747,200747,1380.5283
748,200748,38885.527
749,200749,721.6191
750,200750,8550.59
751,200751,6376.2534
752,200752,3190.433
753,200753,4837.106
754,200754,2264.9148
755,200755,2946.8882
756,200756,4457.6055
757,200757,3344.561
758,200758,2352.018
759,200759,989.45844
760,200760,16285.736
761,200761,3219.9373
762,200762,3291.7903
763,200763,2710.2476
764,200764,775.7778
765,200765,13938.849
766,200766,972.04944
767,200767,1134.0261
768,200768,453.11746
769,200769,15321.623
770,200770,379.20947
771,200771,3094.5134
772,200772,2238.5388
773,200773,5134.88
774,200774,13518.576
775,200775,2963.6619
776,200776,2973.793
777,200777,3905.431
778,200778,1617.1151
779,200779,3946.9236
780,200780,810.2406
781,200781,4809.1445
782,200782,761.233
783,200783,40006.742
784,200784,1215.2341
785,200785,1599.9917
786,200786,5007.7134
787,200787,3606.8503
788,200788,9045.521
789,200789,901.97455
790,200790,3061.8113
791,200791,5199.6753
792,200792,3302.2627
793,200793,6025.9863
794,200794,26111.73
795,200795,3486.5454
796,200796,152.85414
797,200797,4354.7793
798,200798,5307.174
799,200799,22752.135
800,200800,1842.9812
801,200801,419.74072
802,200802,236.10443
803,200803,1884.8806
804,200804,3772.7117
805,200805,8115.4346
806,200806,6002.5137
807,200807,496.03427
808,200808,3201.07
809,200809,658.0663
810,200810,2901.3604
811,200811,739.0173
812,200812,4358.115
813,200813,28787.668
814,200814,1146.2747
815,200815,1471.827
816,200816,10439.4375
817,200817,779.9343
818,200818,6334.326
819,200819,5760.113
820,200820,764.3519
821,200821,5332.1187
822,200822,6300.7954
823,200823,3063.5786
824,200824,497.8635
825,200825,11555.203
826,200826,996.92303
827,200827,2942.6497
828,200828,12200.969
829,200829,11715.375
830,200830,7710.351
831,200831,4075.524
832,200832,5978.7
833,200833,1348.4894
834,200834,1596.4906
835,200835,1358.6405
836,200836,1629.9343
837,200837,3695.28
838,200838,1515.9775
839,200839,5802.4463
840,200840,3912.0066
841,200841,8223.57
842,200842,3316.4338
843,200843,3247.5933
844,200844,8351.617
845,200845,620.4673
846,200846,5959.187
847,200847,4041.3577
848,200848,921.2013
849,200849,12531.13
850,200850,1228.486
851,200851,9259.508
852,200852,1665.15
853,200853,6534.9507
854,200854,13607.891
855,200855,2838.7273
856,200856,3147.0383
857,200857,1229.1047
858,200858,17482.568
859,200859,2022.7399
860,200860,7581.2695
861,200861,1957.152
862,200862,13083.193
863,200863,2757.4788
864,200864,912.4403
865,200865,26543.746
866,200866,7603.4243
867,200867,4854.327
868,200868,2488.0068
869,200869,380.29456
870,200870,13300.793
871,200871,1812.1354
872,200872,8652.646
873,200873,797.6028
874,200874,1920.5613
875,200875,3277.511
876,200876,5488.3843
877,200877,3719.036
878,200878,9381.715
879,200879,439.72247
880,200880,265.8798
881,200881,514.11053
882,200882,9716.805
883,200883,7102.9033
884,200884,1523.2004
885,200885,2161.2444
886,200886,7584.277
887,200887,1290.5984
888,200888,1250.8232
889,200889,2481.3145
890,200890,1595.5255
891,200891,839.91315
892,200892,7327.1606
893,200893,1354.6484
894,200894,915.81494
895,200895,6443.6387
896,200896,2650.5034
897,200897,1855.554
898,200898,12903.776
899,200899,3980.0105
900,200900,7458.431
901,200901,3833.409
902,200902,16947.469
903,200903,386.9516
904,200904,1466.5212
905,200905,1907.7318
906,200906,8903.265
907,200907,1230.9395
908,200908,652.95123
909,200909,231.37822
910,200910,1715.7397
911,200911,759.4531
912,200912,4436.062
913,200913,5249.2495
914,200914,5139.072
915,200915,3131.9475
916,200916,1694.7961
917,200917,15498.8
918,200918,841.38196
919,200919,3815.5706
920,200920,1364.2494
921,200921,5968.332
922,200922,824.744
923,200923,15100.951
924,200924,1283.7222
925,200925,7831.563
926,200926,1015.2899
927,200927,302.63742
928,200928,4913.269
929,200929,1009.5653
930,200930,12810.165
931,200931,1979.8887
932,200932,1045.7723
933,200933,17962.184
934,200934,7427.193
935,200935,1776.1301
936,200936,8357.502
937,200937,23029.453
938,200938,11082.601
939,200939,3514.1323
940,200940,2820.6682
941,200941,338.96375
942,200942,704.2552
943,200943,1210.7676
944,200944,16868.799
945,200945,1843.4265
946,200946,1340.8965
947,200947,841.40063
948,200948,7498.4873
949,200949,17440.105
950,200950,5447.044
951,200951,7703.151
952,200952,12656.043
953,200953,1871.7577
954,200954,1285.1573
955,200955,20067.822
956,200956,4900.2505
957,200957,2893.0999
958,200958,1369.4377
959,200959,1096.0602
960,200960,3509.2131
961,200961,5201.5615
962,200962,8720.439
963,200963,1279.0544
964,200964,2211.7915
965,200965,6170.547
966,200966,3174.566
967,200967,4263.044
968,200968,3341.9727
969,200969,3873.8884
970,200970,13130.727
971,200971,1217.6229
972,200972,4097.4624
973,200973,10970.077
974,200974,14248.173
975,200975,3354.366
976,200976,30174.875
977,200977,12702.387
978,200978,2252.867
979,200979,656.80756
980,200980,9283.297
981,200981,1774.7019
982,200982,6800.2383
983,200983,878.26605
984,200984,599.24097
985,200985,27535.27
986,200986,13685.787
987,200987,1010.8895
988,200988,291.16827
989,200989,1471.5619
990,200990,917.6056
991,200991,1276.9148
992,200992,2578.3955
993,200993,211.55246
994,200994,3056.5315
995,200995,772.43805
996,200996,6810.1006
997,200997,21.872261
998,200998,1416.9453
999,200999,8687.192
1000,201000,4191.795
1001,201001,7635.71
1002,201002,17735.596
1003,201003,14276.798
1004,201004,485.7093
1005,201005,715.6975
1006,201006,5042.465
1007,201007,1507.1245
1008,201008,5849.246
1009,201009,5165.5454
1010,201010,8331.155
1011,201011,11521.109
1012,201012,3500.0754
1013,201013,10627.008
1014,201014,2782.5852
1015,201015,5633.558
1016,201016,1615.5979
1017,201017,2860.7588
1018,201018,2429.9185
1019,201019,12050.135
1020,201020,6884.328
1021,201021,1988.6484
1022,201022,7016.8984
1023,201023,33926.35
1024,201024,6099.5757
1025,201025,2667.7095
1026,201026,4491.8447
1027,201027,3559.2507
1028,201028,3877.1223
1029,201029,1541.344
1030,201030,6872.8813
1031,201031,15969.247
1032,201032,866.99646
1033,201033,8925.743
1034,201034,231.79466
1035,201035,4714.3496
1036,201036,716.9837
1037,201037,1545.6202
1038,201038,1362.1497
1039,201039,4502.0957
1040,201040,1520.7018
1041,201041,187.92935
1042,201042,3317.8184
1043,201043,987.50745
1044,201044,6304.1436
1045,201045,3818.4092
1046,201046,2337.0193
1047,201047,819.6765
1048,201048,6947.936
1049,201049,742.20087
1050,201050,6608.419
1051,201051,1373.065
1052,201052,4327.4434
1053,201053,645.6012
1054,201054,2891.2883
1055,201055,4067.5566
1056,201056,2769.0486
1057,201057,1843.6357
1058,201058,9153.774
1059,201059,9611.516
1060,201060,469.5221
1061,201061,11048.211
1062,201062,2914.6287
1063,201063,24259.873
1064,201064,1913.0842
1065,201065,1488.5093
1066,201066,1015.2525
1067,201067,17420.922
1068,201068,12736.946
1069,201069,2409.672
1070,201070,24957.178
1071,201071,401.39337
1072,201072,2440.3992
1073,201073,2536.1904
1074,201074,22436.357
1075,201075,3524.9685
1076,201076,1605.5784
1077,201077,7522.025
1078,201078,2016.2933
1079,201079,9454.119
1080,201080,2949.0027
1081,201081,17662.871
1082,201082,5095.782
1083,201083,1074.4966
1084,201084,1031.6207
1085,201085,1061.1661
1086,201086,5744.738
1087,201087,1440.6025
1088,201088,8481.984
1089,201089,6558.8003
1090,201090,7681.103
1091,201091,633.80414
1092,201092,6895.5483
1093,201093,1911.0288
1094,201094,4785.8535
1095,201095,1993.1527
1096,201096,3099.4998
1097,201097,437.9537
1098,201098,4979.0244
1099,201099,540.7606
1100,201100,1753.7871
1101,201101,7868.0815
1102,201102,2623.4268
1103,201103,3363.8616
1104,201104,2826.0986
1105,201105,5373.179
1106,201106,705.4745
1107,201107,1026.8776
1108,201108,2017.9047
1109,201109,7221.303
1110,201110,3383.458
1111,201111,4085.1443
1112,201112,6934.0557
1113,201113,7656.576
1114,201114,4867.529
1115,201115,21872.857
1116,201116,886.1937
1117,201117,882.0387
1118,201118,1463.6187
1119,201119,4865.912
1120,201120,3425.2427
1121,201121,2792.6487
1122,201122,8402.265
1123,201123,6567.0117
1124,201124,11809.348
1125,201125,1540.5394
1126,201126,283.41544
1127,201127,11416.024
1128,201128,7017.819
1129,201129,19903.607
1130,201130,3752.4094
1131,201131,2196.734
1132,201132,4751.218
1133,201133,2051.677
1134,201134,7538.3687
1135,201135,2071.884
1136,201136,4763.99
1137,201137,644.6122
1138,201138,683.417
1139,201139,5433.0938
1140,201140,11166.016
1141,201141,580.2912
1142,201142,1737.9202
1143,201143,7949.1143
1144,201144,2784.3298
1145,201145,6281.7637
1146,201146,3586.0652
1147,201147,2439.5632
1148,201148,2190.8071
1149,201149,811.4393
1150,201150,3826.671
1151,201151,10707.326
1152,201152,1424.026
1153,201153,1742.0037
1154,201154,6868.2266
1155,201155,3689.5579
1156,201156,1354.0978
1157,201157,1066.8136
1158,201158,1273.7957
1159,201159,1608.1394
1160,201160,639.8226
1161,201161,2783.019
1162,201162,828.4538
1163,201163,8749.531
1164,201164,1951.6112
1165,201165,1091.2761
1166,201166,3242.259
1167,201167,1166.896
1168,201168,878.4663
1169,201169,1708.906
1170,201170,12215.496
1171,201171,6950.1597
1172,201172,12802.77
1173,201173,15437.636
1174,201174,477.89297
1175,201175,1297.7258
1176,201176,1889.3984
1177,201177,1721.788
1178,201178,3591.2207
1179,201179,840.49316
1180,201180,2289.4697
1181,201181,14439.7295
1182,201182,698.50214
1183,201183,2796.932
1184,201184,2041.7013
1185,201185,4058.1562
1186,201186,855.2119
1187,201187,13806.488
1188,201188,4541.2695
1189,201189,30536.969
1190,201190,2476.2534
1191,201191,10102.505
1192,201192,4240.0127
1193,201193,1102.815
1194,201194,497.03778
1195,201195,4397.5083
1196,201196,7561.6133
1197,201197,4985.7393
1198,201198,4693.5894
1199,201199,894.59454
1200,201200,5087.4746
1201,201201,159.74367
1202,201202,19444.57
1203,201203,1215.1084
1204,201204,1182.5406
1205,201205,2087.5205
1206,201206,2676.0776
1207,201207,3794.6633
1208,201208,10442.572
1209,201209,521.9177
1210,201210,6462.4575
1211,201211,182.45741
1212,201212,22099.684
1213,201213,7408.0366
1214,201214,21232.887
1215,201215,1406.5731
1216,201216,1548.2198
1217,201217,132.63388
1218,201218,1878.9099
1219,201219,701.2689
1220,201220,2857.6628
1221,201221,3406.5732
1222,201222,3761.2395
1223,201223,9650.529
1224,201224,14461.433
1225,201225,4236.11
1226,201226,1605.5101
1227,201227,3543.1309
1228,201228,2070.3438
1229,201229,13370.347
1230,201230,2973.2498
1231,201231,5365.2285
1232,201232,18953.52
1233,201233,4878.2144
1234,201234,30935.764
1235,201235,21978.438
1236,201236,3368.7156
1237,201237,13971.682
1238,201238,1286.8833
1239,201239,9651.235
1240,201240,1156.0297
1241,201241,7413.774
1242,201242,714.4835
1243,201243,2405.9038
1244,201244,8229.786
1245,201245,4058.8613
1246,201246,592.76373
1247,201247,23260.06
1248,201248,557.11743
1249,201249,6894.833
1250,201250,3985.3662
1251,201251,5688.14
1252,201252,1812.6337
1253,201253,6873.594
1254,201254,8255.042
1255,201255,8695.348
1256,201256,30382.729
1257,201257,1165.3638
1258,201258,9435.937
1259,201259,2923.3818
1260,201260,48440.95
1261,201261,7858.741
1262,201262,804.8
1263,201263,5693.579
1264,201264,16604.941
1265,201265,595.67004
1266,201266,88.86462
1267,201267,569.21747
1268,201268,1881.0498
1269,201269,6982.407
1270,201270,1634.6876
1271,201271,6343.823
1272,201272,6666.9097
1273,201273,500.38123
1274,201274,1581.8458
1275,201275,6453.651
1276,201276,2989.5212
1277,201277,1161.7017
1278,201278,11151.195
1279,201279,4768.237
1280,201280,3507.5806
1281,201281,1132.2355
1282,201282,2771.5408
1283,201283,1545.6445
1284,201284,2856.102
1285,201285,1571.3315
1286,201286,1413.0977
1287,201287,474.31906
1288,201288,1567.8125
1289,201289,295.33624
1290,201290,2416.7544
1291,201291,6302.978
1292,201292,4326.3936
1293,201293,2988.19
1294,201294,3488.164
1295,201295,3200.6306
1296,201296,2860.7852
1297,201297,2253.1462
1298,201298,449.07513
1299,201299,1436.752
1300,201300,23484.234
1301,201301,4043.4126
1302,201302,13117.669
1303,201303,2589.046
1304,201304,8847.92
1305,201305,4475.3203
1306,201306,8903.414
1307,201307,1017.4675
1308,201308,4149.998
1309,201309,3088.9949
